transposedRow1,transposedRow2,transposedRow3,transposedRow4,transposedRow5,transposedRow6,transposedRow7,transposedRow8,transposedRow9,transposedRow10,transposedRow11,transposedRow12,transposedRow13,transposedRow14,transposedRow15,transposedRow16,transposedRow17,transposedRow18,transposedRow19,transposedRow20,transposedRow21,transposedRow22,transposedRow23,transposedRow24,transposedRow25,transposedRow26,transposedRow27,transposedRow28,transposedRow29,transposedRow30
0.972623604858013,0.972641150410308,0.977147690996061,0.977158694986025,0.981961749552955,0.981964536244703,0.991025180584829,0.991026906088049,0.995968188728478,0.995973629397947,0.996178406372474,0.996186162197561,0.998649618225179,0.998658904478435,0.999349659506518,0.99935589696637,1.0030325118586,1.00303769059904,1.00845889399194,1.00846054132781,1.01346749508113,1.01556561474678,1.01558105267752,1.01887507586791,1.01997319217527,1.0199831257768,1.0229243780725,1.0251195118902,1.0251266002371,1.02725128385796
0.995035431882013,0.995067765796509,0.995598596580693,0.995619597757308,0.99713339258285,0.997158878595533,0.997165545367934,0.997213135678456,0.997384143726888,0.997444681724047,0.997529567739482,0.997575327048866,0.998081066401229,0.998090685387921,0.998815826938497,0.998839374533806,0.999815685400913,0.999823785617489,1.0006859946996,1.00070418339473,1.00107610782648,1.00109334167855,1.00165835578924,1.00165958955021,1.00277794442763,1.0028139048442,1.00312293141205,1.00313398969732,1.00499665385354,1.00501334326688
0.987364329067332,0.990322990340798,0.990327184409707,0.994637193549429,0.994650960244526,0.994810847123962,0.994829273362928,0.996237733699946,0.996255198564239,0.997689421973272,0.997699313212894,1.00292349238576,1.00293845037454,1.00327436898795,1.00327674213567,1.00411676505415,1.00413903116025,1.00583326793786,1.00584095510467,1.00588906364303,1.00589176873794,1.00764329065439,1.00767547989786,1.00904708119494,1.00910364568725,1.00956887360866,1.00957325860277,1.01164959338655,1.01165677881888,1.01229080504465
0.994990089734299,0.995134345599796,0.99516443310529,0.995355665993256,0.995368711579939,0.996107756026276,0.996126895002248,0.996309807854001,0.996322582406063,0.998222849342798,0.998260082801806,0.998817171521891,0.998830817290084,0.999120802454867,0.999131991211948,0.999371752742196,0.999440946612689,1.00015286959632,1.0005956585368,1.00061583090623,1.00068327273885,1.00127210372495,1.00130896429353,1.00239329249871,1.00243135991578,1.00303685345522,1.00303995644419,1.00409293737922,1.00411953053574,1.00498572741771
0.98659351669311,0.98663030189305,0.989931586671569,0.98996415944276,0.992129217251836,0.992134856450508,0.993642185409815,0.993643263479896,0.994051278578283,0.994064014795056,0.99525086366439,0.995252223028717,0.996904746555368,0.996910212328353,0.999832480913774,0.999878400868098,1.00133360812073,1.00133527295762,1.00299454332965,1.00300125905798,1.006365137257,1.00637321371557,1.00829257463646,1.00830248398036,1.01248748909508,1.01249261479699,1.01262467411027,1.01268505508848,1.01377614527659,1.0137837934965
0.968677412909183,0.968683882248308,0.97059796925216,0.978564310378951,0.978565187305402,0.98055765067185,0.982268567641564,0.982270303197245,0.988779674185461,0.988781370916303,0.996636476531052,0.99663717669087,0.996637470601439,0.99664923950266,0.999497954552508,0.999503260916247,1.00584174058961,1.00584302028596,1.01017607035401,1.02625665793175,1.02625780948389,1.02789539597251,1.02790553143469,1.02863678763897,1.02863713557959,1.03104757378613,1.03104851558016,1.03339664594567,1.0365635713736,1.0365707574031
0.970236188270743,0.970239782049588,0.975757417293972,0.975762981422258,0.975806982832713,0.975813332566771,0.984085420617461,0.984093273244312,0.985683717728882,0.985704978348281,0.988210285549116,0.988211578101394,0.992232920805793,0.992233434684161,0.992298449669614,0.992304412988716,1.00519243201085,1.00519323347584,1.00564253240385,1.00566149171561,1.00858431813472,1.01459208903295,1.01459264845755,1.01857057593854,1.01858824196112,1.02432259232012,1.02432341838706,1.029559024319,1.02956080342425,1.03738168032383
0.984654691355705,0.984657349383799,0.984926454174768,0.984941245432326,0.986434181564092,0.986444074041746,0.988424421273274,0.988439383566546,0.98856215002701,0.988567754289243,0.989436410582079,0.989445557410234,0.995687557229202,0.995696950058118,0.996990708506189,0.997003720679127,1.00011233796457,1.00012518314853,1.00283269312,1.0028408300539,1.00405820347478,1.00407933724975,1.00458566623976,1.00770830036726,1.00771030443067,1.00902859347741,1.00903613924693,1.01185289215259,1.01347021755019,1.01349010782671
0.970458352007898,0.977105856951859,0.97710682930447,0.980960370138383,0.981712489956272,0.981712620895274,0.983850828273329,0.98386684306287,0.988562457310012,0.988563312598708,0.993664464237759,0.993666115648211,1.0034170639097,1.00342876670652,1.00360913534547,1.00361087011563,1.00825569726614,1.00826882783747,1.00879325175094,1.00879540380911,1.00898572953709,1.01441522496311,1.01442043311728,1.01574986994821,1.01575793542212,1.02151975235577,1.02293940450331,1.02294085548183,1.02518933331233,1.02519587440773
0.971589213436153,0.971600371762747,0.974575208930281,0.974577898423216,0.976829262929777,0.976830874411538,0.977757974564909,0.977759843371798,0.978849569894533,0.978858043958477,0.985033680424344,0.985040946186465,0.987038953210939,0.989310818792452,0.989313180283434,0.991665952466591,0.991670763305492,0.997687656790825,0.997693176458234,0.999364120002014,0.999368401561802,0.999419732342876,0.999420930485203,1.00189584478121,1.00189653990571,1.01586011621302,1.01587150513487,1.0165044553677,1.01650852927701,1.02922419570927
