transposedRow1,transposedRow2,transposedRow3,transposedRow4,transposedRow5,transposedRow6,transposedRow7,transposedRow8,transposedRow9,transposedRow10,transposedRow11,transposedRow12,transposedRow13,transposedRow14,transposedRow15,transposedRow16,transposedRow17,transposedRow18,transposedRow19,transposedRow20,transposedRow21,transposedRow22,transposedRow23,transposedRow24,transposedRow25,transposedRow26,transposedRow27,transposedRow28,transposedRow29,transposedRow30,transposedRow31,transposedRow32,transposedRow33,transposedRow34,transposedRow35,transposedRow36
13519.298,902.975,0.26,1,5,7,0.520899187,0.548051806,0.560867618,0.567952293,0.711854728,0.71721225,0.718046414,0.723232883,0.768734894,0.787047434,0.804466218,0.842679252,0.853010585,0.862610689,0.900431381,0.922672531,1.044622854,1.052488823,1.102182466,1.127908282,1.148474692,1.169093079,1.176701271,1.19500482,1.197640668,1.21172128,1.228376394,1.335849659,1.338220206,1.340104158
4049.682,609.575,0.185,1,5,7,0,0,0,0.211057282,0.241242166,0.45506243,0.459660413,0.565933518,0.622035497,0.663062427,0.793084165,0.84501153,0.856054947,0.863672877,1.068190923,1.073700039,1.084032936,1.089109974,1.156543204,1.200524001,1.216780991,1.255409016,1.295211762,1.323650314,1.373348536,1.393471862,1.583712751,1.590932233,1.677892927,1.721801321
14112.783,376.615,0.259,1,5,7,0.765759677,0.776489424,0.844594771,0.845978966,0.847150371,0.862416914,0.891786681,0.894356265,0.910266069,0.925651265,0.94287523,0.9547872,0.961674414,0.977252437,1.020911106,1.029425775,1.037121462,1.064068701,1.064248807,1.070785064,1.08152483,1.102483794,1.103019223,1.111201682,1.117510577,1.122853439,1.137480219,1.148069743,1.174493791,1.19404918
4897.695,382.152,0.469,1,5,7,0.380354395,0.467003755,0.481816098,0.544547879,0.553229254,0.586012835,0.588958576,0.759381102,0.770265168,0.77598061,0.791828603,0.829211259,0.835191709,0.857289785,0.872784882,0.878174149,0.931190776,0.988709835,0.998804817,1.105538608,1.137675508,1.167232744,1.186113383,1.194555033,1.212772666,1.218970765,1.235626417,1.30588892,1.326620649,1.359507612
7376.118,497.2,0.346,1,5,7,0.515553925,0.534751053,0.554779922,0.560480861,0.715618121,0.715887504,0.724431546,0.725117956,0.772370511,0.779328569,0.804964483,0.824988781,0.845110899,0.881109051,0.888219572,0.924286399,1.036120308,1.056237332,1.09350998,1.114939487,1.146520946,1.149094254,1.161492727,1.169432713,1.205800807,1.230159102,1.239876558,1.313686215,1.334155089,1.338058025
3950.817,582.309,0.194,1,5,7,0,0,4.14E-07,0.208099044,0.238671235,0.450797572,0.453678744,0.558614513,0.616540265,0.655707525,0.783409562,0.833436134,0.845292459,0.853456686,1.056996864,1.062660201,1.072035196,1.077252508,1.143998868,1.185502096,1.202769459,1.24489232,1.277965096,1.306378758,1.356395779,1.377644511,1.566556229,1.571331766,1.657347296,1.700215818
9683.625,261.976,0.213,1,5,7,0.764286307,0.77144884,0.783947787,0.856894076,0.857009335,0.860356298,0.875982519,0.901327718,0.908332854,0.927248329,0.936948067,0.957811302,0.973691245,0.979026551,0.990363811,1.038815885,1.045706869,1.051303064,1.064411073,1.080709543,1.085750398,1.095113324,1.117675903,1.12180901,1.121847116,1.129613799,1.142458025,1.15101415,1.161420258,1.188519473
7363.69,487.903,0.296,1,5,7,0.515507729,0.539137571,0.554740479,0.561651351,0.709333433,0.712922183,0.715969091,0.719431243,0.765456468,0.778759919,0.7993511,0.8301615,0.850149809,0.859096993,0.890007302,0.917414893,1.034357911,1.047640976,1.091479196,1.115254296,1.141610938,1.152576954,1.163398942,1.17722496,1.193629013,1.216281712,1.221461557,1.318593029,1.327863133,1.33070637
15609.849,521.644,0.155,1,5,7,0.74727826,0.754520635,0.795484089,0.817055057,0.819562204,0.837714899,0.847996891,0.850209242,0.855455556,0.872284514,0.87513998,0.959365423,0.961295436,0.970656726,0.986123816,1.004318615,1.024863323,1.045506475,1.048839676,1.077881154,1.091409933,1.108541998,1.114292001,1.17047439,1.174362163,1.177255158,1.180091235,1.206157377,1.226026429,1.22652422
11919.033,853.062,0.189,1,5,7,0.389806878,0.429237501,0.457087535,0.546445681,0.581831187,0.589732779,0.595186307,0.736566593,0.74042923,0.747296644,0.750854065,0.797356785,0.82705781,0.838633982,0.866472884,0.891969935,0.911666965,0.946195922,0.960479971,1.091868386,1.096110888,1.156065217,1.186163695,1.195269048,1.23036573,1.235774388,1.23994192,1.241882569,1.263826223,1.277260103
